New Line No. ,New line no.,Current System Organ Class (SOC) Term,Current SOC Key,Current High Level Term (HLT),Current HLT Key,Current Preferred Term (PT),Current PT Key,Current Low Level Term (LLT),Current LLT Key,Current Term Type
2558,402074,Systemic disorders,19,General signs or symptoms,154,Abscess NOS,937,Abscess NOS,2074,C
2559,400542,Systemic disorders,19,General signs or symptoms,154,Adipsia,338,Adipsia,542,C
2560,402500,Systemic disorders,19,General signs or symptoms,154,Adipsia,338,Decreased drinking,2500,A
2561,400541,Systemic disorders,19,General signs or symptoms,154,Adipsia,338,Not drinking,541,C
2562,402590,Systemic disorders,19,General signs or symptoms,154,Adipsia,338,Partial adipsia,2590,C
2563,400996,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Anorexia,996,C
2564,400997,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Appetite loss,997,C
2565,400998,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Decreased appetite,998,C
2566,402401,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Food refusal,2401,C
2567,400999,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Inappetence,999,C
2568,401207,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Not eating,1207,C
2569,402548,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Not sucking (see also Digestive),2548,C
2570,402740,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Off food,2740,C
2571,402591,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Partial anorexia,2591,C
2572,402783,Systemic disorders,19,General signs or symptoms,154,Anorexia,598,Reduced food intake,2783,A
2573,401323,Systemic disorders,19,General signs or symptoms,154,Appetite disorder NOS,718,Appetite disorder NOS,1323,C
2574,402271,Systemic disorders,19,General signs or symptoms,154,Appetite disorder NOS,718,Dysorexia,2271,C
2575,401001,Systemic disorders,19,General signs or symptoms,154,Collapse NOS,599,Collapse NOS (see also Cardio-vascular and Neurological disorders),1001,C
2576,401007,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Congested mucous membrane,1007,C
2577,401002,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Congestion of mucous membrane,1002,C
2578,401008,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Hyperaemia,1008,C
2579,401005,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Hyperaemic mucosae,1005,C
2580,401006,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Hyperaemic mucous membrane,1006,C
2581,401004,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Inflamed mucosae,1004,C
2582,401003,Systemic disorders,19,General signs or symptoms,154,Congested mucous membrane,600,Red mucosae,1003,C
2583,401009,Systemic disorders,19,General signs or symptoms,154,Cyanosis,601,Cyanosis,1009,C
2584,402988,Systemic disorders,19,General signs or symptoms,154,Cyanosis,601,Cyanotic mucous membranes,2988,C
2585,402549,Systemic disorders,19,General signs or symptoms,154,Dehydration,657,Decreased skin turgor,2549,C
2586,401208,Systemic disorders,19,General signs or symptoms,154,Dehydration,657,Dehydration,1208,C
2587,401210,Systemic disorders,19,General signs or symptoms,154,Dehydration,657,Dry mucous membrane,1210,C
2588,401209,Systemic disorders,19,General signs or symptoms,154,Dehydration,657,Exsiccosis,1209,C
2589,402272,Systemic disorders,19,General signs or symptoms,154,Dehydration,657,Haemoconcentration,2272,C
2590,402273,Systemic disorders,19,General signs or symptoms,154,Dehydration,657,Sunken eyes,2273,C
2591,402498,Systemic disorders,19,General signs or symptoms,154,Discomfort NOS,994,Discomfort NOS,2498,C
2592,402547,Systemic disorders,19,General signs or symptoms,154,Discomfort NOS,994,Feet shifting,2547,C
2593,402546,Systemic disorders,19,General signs or symptoms,154,Discomfort NOS,994,Neck writhing,2546,C
2594,402592,Systemic disorders,19,General signs or symptoms,154,Discomfort NOS,994,Pawing,2592,A
2595,402499,Systemic disorders,19,General signs or symptoms,154,Discomfort NOS,994,Uncomfortable,2499,A
2596,402531,Systemic disorders,19,General signs or symptoms,154,Dysphoria,997,Dysphoria,2531,C
2597,401010,Systemic disorders,19,General signs or symptoms,154,Emphysema NOS,602,Emphysema NOS (see Respiratory for pulmonary emphysema),1010,C
2598,402595,Systemic disorders,19,General signs or symptoms,154,Endotoxaemia,1013,Endotoxaemia,2595,C
2599,401042,Systemic disorders,19,General signs or symptoms,154,Exercise intolerance,617,Exercise intolerance,1042,C
2600,401011,Systemic disorders,19,General signs or symptoms,154,General pain,603,General pain (see other SOCs for specific pain),1011,C
2601,401012,Systemic disorders,19,General signs or symptoms,154,General pain,603,Pain NOS,1012,C
2602,401211,Systemic disorders,19,General signs or symptoms,154,Glazed eye,658,Glazed eye,1211,C
2603,402088,Systemic disorders,19,General signs or symptoms,154,Haematoma NOS,940,Haematoma NOS,2088,C
2605,401033,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Elevated temperature,1033,C
2606,401034,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Febrile,1034,C
2607,401032,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Fever,1032,C
2608,402504,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Heat stroke,2504,A
2609,401014,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Hyperthermia,1014,C
2611,401013,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Malignant hyperthermia,1013,C
2612,401031,Systemic disorders,19,General signs or symptoms,154,Hyperthermia,604,Pyrexia,1031,C
2613,401016,Systemic disorders,19,General signs or symptoms,154,Hypothermia,605,Decreased body temperature,1016,C
2614,401015,Systemic disorders,19,General signs or symptoms,154,Hypothermia,605,Hypothermia,1015,C
2615,400136,Systemic disorders,19,General signs or symptoms,154,Increased appetite,779,Excessive appetite,136,C
2616,401530,Systemic disorders,19,General signs or symptoms,154,Increased appetite,779,Increased appetite,1530,C
2617,400137,Systemic disorders,19,General signs or symptoms,154,Increased appetite,779,Polyphagia,137,C
2618,402691,Systemic disorders,19,General signs or symptoms,154,Increased skin temperature,1133,Increased skin temperature,2691,C
2619,402742,Systemic disorders,19,General signs or symptoms,154,Increased skin temperature,1133,Warm feeling to the touch,2742,C
2620,401297,Systemic disorders,19,General signs or symptoms,154,Jaundice,309,Acute jaundice,1297,C
2621,401279,Systemic disorders,19,General signs or symptoms,154,Jaundice,309,Haemolytic jaundice,1279,C
2622,401278,Systemic disorders,19,General signs or symptoms,154,Jaundice,309,Hepatic jaundice,1278,C
2623,400499,Systemic disorders,19,General signs or symptoms,154,Jaundice,309,Icterus,499,C
2624,400501,Systemic disorders,19,General signs or symptoms,154,Jaundice,309,Jaundice,501,C
2625,400500,Systemic disorders,19,General signs or symptoms,154,Jaundice,309,Yellow mucous membranes,500,C
2626,401212,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Apathy,1212,C
2628,402039,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Decreased activity,2039,C
2629,401024,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Depression,1024,C
2630,401046,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Devitalisation,1046,C
2631,402530,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Drowsiness - systemic disorder,2530,C
2632,402274,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Dull,2274,C
2633,401467,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Fatigue,1467,C
2634,401020,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Lack of awareness,1020,C
2635,402510,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Lack of response to owner,2510,A
2636,401018,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Lethargy (see also Central nervous system depression in Neurological),1018,C
2637,401022,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Listless,1022,C
2638,402782,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Mopey,2782,A
2641,401021,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Reduced responses,1021,C
2642,402529,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Sleepiness - systemic disorder,2529,C
2643,401019,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Stupor,1019,C
2644,401844,Systemic disorders,19,General signs or symptoms,154,Lethargy,606,Tiredness,1844,C
2645,402062,Systemic disorders,19,General signs or symptoms,154,Lipoma,933,Lipoma,2062,C
2646,402275,Systemic disorders,19,General signs or symptoms,154,Localised pain NOS,607,Arched back,2275,C
2647,401026,Systemic disorders,19,General signs or symptoms,154,Localised pain NOS,607,Localised pain NOS (see other SOCs for specific pain),1026,C
2648,402741,Systemic disorders,19,General signs or symptoms,154,Low skin temperature,1132,Cold feeling to the touch,2741,C
2649,402744,Systemic disorders,19,General signs or symptoms,154,Low skin temperature,1132,Low skin temperature,2744,C
2650,402743,Systemic disorders,19,General signs or symptoms,154,Lying down,1134,Lying down,2743,C
2651,402071,Systemic disorders,19,General signs or symptoms,154,Malaise,608,General illness,2071,C
2652,401027,Systemic disorders,19,General signs or symptoms,154,Malaise,608,Malaise,1027,C
2653,401028,Systemic disorders,19,General signs or symptoms,154,Malaise,608,Off colour,1028,C
2654,402645,Systemic disorders,19,General signs or symptoms,154,Malaise,608,Quiet,2645,C
2655,401748,Systemic disorders,19,General signs or symptoms,154,Malaise,608,Sickness,1748,C
2656,402646,Systemic disorders,19,General signs or symptoms,154,Malaise,608,Subdued,2646,C
2657,402883,Systemic disorders,19,General signs or symptoms,154,Malaise,608,Unwell,2883,C
2658,402884,Systemic disorders,19,General signs or symptoms,154,Mass NOS,916,Cyst NOS,2884,C
2659,402885,Systemic disorders,19,General signs or symptoms,154,Mass NOS,916,Cyst rupture NOS,2885,C
2660,403015,Systemic disorders,19,General signs or symptoms,154,Mass NOS,916,Mass eruption NOS,3015,C
2661,402886,Systemic disorders,19,General signs or symptoms,154,Mass NOS,916,Mass NOS,2886,C
2662,402000,Systemic disorders,19,General signs or symptoms,154,Mass NOS,916,Palpable mass NOS,2000,C
2663,402889,Systemic disorders,19,General signs or symptoms,154,Necrosis NOS,1194,Necrosis NOS,2889,C
2664,401229,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Dependent oedema,1229,C
2666,401580,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Local swelling (not application site),1580,C
2667,401586,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Localised oedema (not application site),1586,C
2668,402319,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Lymphoedema,2319,C
2669,403016,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Nose swelling,3016,C
2670,401029,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Oedema NOS (see other SOCs for specific oedemas),1029,C
2671,400518,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Oedema of the extremities (see also other SOCs for most applicable oedema),518,C
2672,402887,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Pitting oedema,2887,C
2673,402320,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Polyserositis,2320,C
2674,402276,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Submandibular oedema,2276,C
2675,401214,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Swelling NOS,1214,C
2676,401812,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Swollen feet,1812,C
2677,402402,Systemic disorders,19,General signs or symptoms,154,Oedema NOS,609,Swollen limb,2402,C
2678,400222,Systemic disorders,19,General signs or symptoms,154,Pale mucous membrane,660,Pale mucous membrane,222,C
2679,401215,Systemic disorders,19,General signs or symptoms,154,Pale mucous membrane,660,Pallor,1215,C
2680,400545,Systemic disorders,19,General signs or symptoms,154,Polydipsia,339,Drinking a lot,545,C
2681,400544,Systemic disorders,19,General signs or symptoms,154,Polydipsia,339,Excessive thirst,544,C
2682,504411,Systemic disorders,19,General signs or symptoms,154,Polydipsia,339,Increased drinking,3130,C
2683,400543,Systemic disorders,19,General signs or symptoms,154,Polydipsia,339,Polydipsia,543,C
2684,402278,Systemic disorders,19,General signs or symptoms,154,Premature anaesthesia recovery,977,Premature anaesthesia recovery,2278,A
2685,402395,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Abnormal posture,2395,C
2686,402024,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Decubitus,2024,C
2687,402172,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Downer animal,2172,A
2688,401135,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Lateral recumbency,1135,C
2689,401017,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Prostration,1017,C
2690,400658,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Recumbency,658,C
2691,402396,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Self auscultation position,2396,C
2692,401136,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Sternoabdominal recumbency,1136,C
2693,402045,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Unable to rise,2045,C
2694,403017,Systemic disorders,19,General signs or symptoms,154,Recumbency,947,Unable to walk,3017,C
2695,401025,Systemic disorders,19,General signs or symptoms,154,Reluctant to move,2989,Reluctant to move,1025,C
2696,402503,Systemic disorders,19,General signs or symptoms,154,Rough recovery,995,Rough recovery,2503,C
2697,401035,Systemic disorders,19,General signs or symptoms,154,Septicaemia,611,Septicaemia,1035,C
2698,402507,Systemic disorders,19,General signs or symptoms,154,Sick euthyroid syndrome,1117,Sick euthyroid syndrome,2507,C
2699,401037,Systemic disorders,19,General signs or symptoms,154,Steatitis,612,Necrotising steatitis,1037,C
2700,401036,Systemic disorders,19,General signs or symptoms,154,Steatitis,612,Steatitis,1036,C
2701,401925,Systemic disorders,19,General signs or symptoms,154,Suspected infectious agent transmission,893,Suspected infectious agent transmission,1925,C
2702,402647,Systemic disorders,19,General signs or symptoms,154,Suspected reversal to virulence,1021,Suspected reversal to virulence,2647,A
2703,402550,Systemic disorders,19,General signs or symptoms,154,Systemic fungal infection,1002,Systemic fungal infection,2550,C
2704,402594,Systemic disorders,19,General signs or symptoms,154,Trauma NOS,897,Abrasion,2594,C
2705,402888,Systemic disorders,19,General signs or symptoms,154,Trauma NOS,897,Foreign body (not GI),2888,C
2706,402509,Systemic disorders,19,General signs or symptoms,154,Trauma NOS,897,Laceration,2509,C
2707,401932,Systemic disorders,19,General signs or symptoms,154,Trauma NOS,897,Trauma NOS,1932,C
2708,402593,Systemic disorders,19,General signs or symptoms,154,Trauma NOS,897,Wound,2593,C
